area_type,location,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
Super built-up  Area,Kengeri,2,750.0,2,1,38.0,344.0,5066.667
Super built-up  Area,Kanakpura Road,3,1550.0,3,3,64.5,516.0,4161.29
Built-up  Area,Amco Colony,3,1760.0,3,2,88.0,516.0,5000.0
Super built-up  Area,Billekahalli,2,1125.0,2,2,62.0,344.0,5511.111
Plot  Area,Anandapura,2,1000.0,2,1,55.0,344.0,5500.0
Built-up  Area,Bommasandra Industrial Area,2,1090.0,2,2,31.48,344.0,2888.073
Plot  Area,TC Palaya,2,1200.0,2,0,60.0,344.0,5000.0
Super built-up  Area,Budigere,3,1991.0,4,2,103.0,556.0,5173.28
Super built-up  Area,Bommasandra,2,1060.0,2,1,26.5,344.0,2500.0
Super built-up  Area,Ambalipura,2,1105.0,2,1,75.0,344.0,6787.33
Built-up  Area,Hoodi,2,985.0,2,2,67.0,344.0,6802.03
Super built-up  Area,Balagere,3,1590.0,3,2,79.0,516.0,4968.553
Super built-up  Area,CV Raman Nagar,2,1120.0,2,2,55.0,344.0,4910.714
Super built-up  Area,Samethanahalli,2,1069.0,2,1,55.0,344.0,5144.995
Super built-up  Area,Marathahalli,3,1933.0,3,2,140.0,516.0,7242.628
Built-up  Area,Hosur Road,2,1194.0,2,0,69.0,344.0,5778.894
Super built-up  Area,Brookefield,2,1150.0,2,3,69.0,344.0,6000.0
Super built-up  Area,Yelenahalli,2,1240.0,2,2,47.12,344.0,3800.0
Super built-up  Area,Raja Rajeshwari Nagar,2,1419.0,2,2,48.1,344.0,3389.711
Super built-up  Area,Suddaguntepalya,3,1450.0,3,2,55.0,516.0,3793.103
Super built-up  Area,Udayapur Village,3,1630.0,3,2,68.29,516.0,4189.571
Super built-up  Area,Dasanapura,2,708.0,1,1,40.0,304.0,5649.718
Super built-up  Area,Bellandur,2,1250.0,2,1,76.0,344.0,6080.0
Super built-up  Area,7th Phase JP Nagar,3,1400.0,2,1,95.0,476.0,6785.714
Super built-up  Area,Sarjapur  Road,3,1670.0,2,3,57.0,476.0,3413.174
Super built-up  Area,Ardendale,3,1750.0,3,2,100.0,516.0,5714.286
Super built-up  Area,Vittasandra,2,1404.0,2,1,71.0,344.0,5056.98
Super built-up  Area,Hoodi,3,1715.0,2,2,95.0,476.0,5539.359
Built-up  Area,Electronic City,1,630.0,1,1,34.65,172.0,5500.0
Super built-up  Area,Harlur,3,1752.12,3,2,135.0,516.0,7704.952
Super built-up  Area,Hulimavu,3,1650.0,3,2,78.0,516.0,4727.273
Super built-up  Area,Raja Rajeshwari Nagar,2,1295.0,2,1,55.47,344.0,4283.398
Super built-up  Area,Sarjapur  Road,2,1346.0,2,1,74.03,344.0,5500.0
Super built-up  Area,Hormavu,2,1150.0,2,2,55.0,344.0,4782.609
Built-up  Area,Chikkabidarakallu,4,3309.0,4,3,325.0,688.0,9821.698
Super built-up  Area,Chandapura,3,1190.0,2,2,30.35,476.0,2550.42
Super built-up  Area,AECS Layout,3,1620.0,3,2,98.0,516.0,6049.383
Super built-up  Area,Marathahalli,2,950.0,2,1,46.96,344.0,4943.158
Super built-up  Area,Harlur,3,2450.0,3,0,120.0,516.0,4897.959
Super built-up  Area,Electronic City Phase II,3,1220.0,2,1,35.23,476.0,2887.705
Super built-up  Area,Hoysalanagar,2,850.0,2,1,30.0,344.0,3529.412
Built-up  Area,Padmanabhanagar,2,1020.0,2,2,63.0,344.0,6176.471
Built-up  Area,Chikkalasandra,2,1100.0,2,2,50.0,344.0,4545.455
Super built-up  Area,Hebbal,3,1760.0,2,2,130.0,476.0,7386.364
Super built-up  Area,Ambalipura,3,1800.0,3,3,110.0,516.0,6111.111
Super built-up  Area,Akshaya Nagar,2,1070.0,2,1,54.0,344.0,5046.729
Plot  Area,Vidyaranyapura,2,1440.0,2,0,95.0,344.0,6597.222
Super built-up  Area,Amruthahalli,2,900.0,2,1,40.0,344.0,4444.444
Super built-up  Area,Whitefield,2,1130.0,2,1,42.16,344.0,3730.973
Super built-up  Area,Kodigehalli,2,1270.0,2,1,98.0,344.0,7716.535
Built-up  Area,Patelappa Layout,2,1200.0,2,1,62.0,344.0,5166.667
Super built-up  Area,NS Palya,2,1200.0,2,1,74.0,344.0,6166.667
Super built-up  Area,Subramanyapura,2,929.0,2,0,50.17,344.0,5400.431
Super built-up  Area,KUDLU MAIN ROAD,3,1464.0,3,2,56.0,516.0,3825.137
Plot  Area,Bank Avenue,4,2000.0,4,2,99.0,688.0,4950.0
Super built-up  Area,Chikkalasandra,2,1208.0,2,1,49.0,344.0,4056.291
Super built-up  Area,Hebbal Kempapura,2,1130.0,2,2,60.0,344.0,5309.735
Super built-up  Area,Surabhi Layout,3,1753.0,3,2,120.0,516.0,6845.408
Plot  Area,Banjara Layout,3,600.0,3,2,58.0,516.0,9666.667
Super built-up  Area,Hoodi,2,1196.0,2,2,94.42,344.0,7894.649
Built-up  Area,5th Phase JP Nagar,2,1150.0,3,3,52.5,384.0,4565.217
Super built-up  Area,Electronic City,2,1128.0,2,1,63.0,344.0,5585.106
Super built-up  Area,Omkar Nagar,2,1000.0,2,1,53.0,344.0,5300.0
Super built-up  Area,Yelahanka,2,1035.0,2,1,45.0,344.0,4347.826
Built-up  Area,Kereguddadahalli,2,950.0,2,1,32.0,344.0,3368.421
Super built-up  Area,Bisuvanahalli,3,1075.0,2,1,36.0,476.0,3348.837
Super built-up  Area,Whitefield,2,1040.0,2,1,48.5,344.0,4663.462
Plot  Area,Maragondanahalli,2,720.0,2,1,45.0,344.0,6250.0
Super built-up  Area,Lingadheeranahalli,3,1511.0,3,1,95.0,516.0,6287.227
Built-up  Area,Silk Board,3,1300.0,3,1,58.0,516.0,4461.538
Super built-up  Area,Hoodi,3,1545.0,3,1,68.75,516.0,4449.838
Built-up  Area,Shampura,1,375.0,2,0,26.0,212.0,6933.333
Super built-up  Area,Vidyaranyapura,2,1062.0,2,3,38.0,344.0,3578.154
Super built-up  Area,Kada Agrahara,2,1115.0,2,1,40.0,344.0,3587.444
Super built-up  Area,JP Nagar,2,1000.0,2,1,35.0,344.0,3500.0
Super built-up  Area,Kambipura,2,883.0,2,1,45.0,344.0,5096.263
Super built-up  Area,Sarjapur  Road,2,1195.0,2,1,70.0,344.0,5857.741
Built-up  Area,Medahalli,1,700.0,1,0,41.0,172.0,5857.143
Super built-up  Area,Vittasandra,2,1246.0,2,1,67.0,344.0,5377.207
Super built-up  Area,Kashi Nagar,4,1600.0,4,1,80.0,688.0,5000.0
Super built-up  Area,Haralur Road,4,2805.0,5,3,154.0,728.0,5490.196
Plot  Area,Sector 7 HSR Layout,4,3000.0,5,1,275.0,728.0,9166.667
Built-up  Area,Hosur Road,3,1175.0,2,2,48.0,476.0,4085.106
Built-up  Area,"Yemlur, Old Airport Road, ",3,1595.0,3,2,115.0,516.0,7210.031
Super built-up  Area,VHBCS Layout,2,1353.0,2,2,110.0,344.0,8130.081
Super built-up  Area,Electronic City,3,1599.0,3,2,125.0,516.0,7817.386
Super built-up  Area,Whitefield,2,1150.0,2,1,70.0,344.0,6086.957
Super built-up  Area,KR Puram,2,1155.0,2,2,42.74,344.0,3700.433
Built-up  Area,Ittamadu,1,1200.0,2,0,85.0,212.0,7083.333
Super built-up  Area,Electronic City Phase II,2,1000.0,2,1,25.0,344.0,2500.0
Built-up  Area,Rajiv Nagar,3,1867.0,3,1,160.0,516.0,8569.898
Super built-up  Area,Ramagondanahalli,2,1251.0,2,1,47.0,344.0,3756.994
Super built-up  Area,Gattahalli,2,1028.0,2,1,45.5,344.0,4426.07
Super built-up  Area,Arekere,2,1222.0,2,2,45.0,344.0,3682.488
Super built-up  Area,Bannerghatta Road,3,1170.0,2,1,66.0,476.0,5641.026
Super built-up  Area,Hebbal,3,2400.0,4,1,245.0,556.0,10208.333
Super built-up  Area,Ramanjaneyanagar,3,1385.0,2,2,48.48,476.0,3500.361
Super built-up  Area,HSR Layout,2,1372.0,2,1,68.0,344.0,4956.268
Super built-up  Area,Magadi Road,3,1282.0,2,2,49.0,476.0,3822.153
Super built-up  Area,Kanakpura Road,2,1135.0,2,1,39.73,344.0,3500.441
Built-up  Area,Whitefield,3,1768.0,3,2,101.0,516.0,5712.67
Built-up  Area,Byatarayanapura,3,1325.0,2,1,90.0,476.0,6792.453
Super built-up  Area,Electronic City,3,1599.0,3,2,99.0,516.0,6191.37
Plot  Area,Whitefield,3,1500.0,3,1,61.95,516.0,4130.0
Super built-up  Area,Uttarahalli,2,1286.0,2,2,63.0,344.0,4898.911
Built-up  Area,Kammanahalli,5,2845.0,5,1,140.0,860.0,4920.914
Super built-up  Area,Hennur Road,2,1317.5,2,0,63.77,344.0,4840.228
Super built-up  Area,Hebbal,3,3450.0,5,2,260.0,596.0,7536.232
Super built-up  Area,Munnekollal,2,1102.0,2,2,53.67,344.0,4870.236
Super built-up  Area,Yelahanka,2,1350.0,2,2,54.0,344.0,4000.0
Super built-up  Area,Banashankari,3,1200.0,2,2,42.0,476.0,3500.0
Plot  Area,Herohalli,2,1800.0,1,1,80.0,304.0,4444.444
Built-up  Area,Chikkabanavar,2,950.0,2,1,40.0,344.0,4210.526
Super built-up  Area,Kanakpura Road,1,525.0,1,1,27.25,172.0,5190.476
Built-up  Area,Attibele,2,656.0,2,1,25.0,344.0,3810.976
Plot  Area,Marathahalli,4,1780.0,4,3,175.0,688.0,9831.461
Super built-up  Area,3rd Block Hrbr Layout,2,1056.0,2,1,80.0,344.0,7575.758
Super built-up  Area,Bannerghatta Road,1,595.0,1,1,33.32,172.0,5600.0
Built-up  Area,Ittamadu,2,1080.0,2,2,50.0,344.0,4629.63
Super built-up  Area,7th Phase JP Nagar,3,2225.0,3,1,160.0,516.0,7191.011
Super built-up  Area,Bommasandra,2,1126.0,2,1,28.15,344.0,2500.0
Super built-up  Area,Electronics City Phase 1,3,1490.0,3,1,84.0,516.0,5637.584
Super built-up  Area,Sarjapur  Road,3,1550.0,3,3,100.0,516.0,6451.613
Built-up  Area,Ashwini layout,2,1160.0,2,1,55.0,344.0,4741.379
Built-up  Area,Whitefield,4,4144.0,4,3,315.0,688.0,7601.351
Super built-up  Area,Sarjapur  Road,3,2100.0,3,2,125.0,516.0,5952.381
Super built-up  Area,Vittasandra,2,1404.0,2,1,69.3,344.0,4935.897
Plot  Area,Sarjapur  Road,4,2230.0,4,3,225.0,688.0,10089.686
Super built-up  Area,Banashankari Stage III,3,1305.0,2,1,58.7,476.0,4498.084
Super built-up  Area,Marathahalli,2,1230.0,2,2,80.0,344.0,6504.065
Plot  Area,T.C PALYA,2,1200.0,2,0,65.0,344.0,5416.667
Super built-up  Area,Harlur,3,1460.0,3,1,73.0,516.0,5000.0
Built-up  Area,Gottigere,2,967.0,2,3,45.0,344.0,4653.568
Built-up  Area,Byatarayanapura,1,540.0,1,1,36.0,172.0,6666.667
Super built-up  Area,Hormavu,1,715.0,1,2,46.0,172.0,6433.566
Super built-up  Area,Mysore Road,2,1020.0,2,1,48.95,344.0,4799.02
Super built-up  Area,Jigani,2,1020.0,2,1,40.0,344.0,3921.569
Super built-up  Area,Koramangala,2,1253.0,2,1,102.0,344.0,8140.463
Super built-up  Area,JCR Layout,2,1180.0,2,2,42.0,344.0,3559.322
Super built-up  Area,Nehru Nagar,2,961.0,2,2,38.0,344.0,3954.214
Built-up  Area,Kanakapura,3,1419.0,3,3,75.0,516.0,5285.412
Super built-up  Area,Harlur,3,1709.0,3,2,150.0,516.0,8777.063
Plot  Area,Papareddipalya,2,1600.0,2,0,115.0,344.0,7187.5
Super built-up  Area,Venkatapura,1,416.0,1,1,18.5,172.0,4447.115
Carpet  Area,Sanjay nagar,2,1100.0,2,2,98.0,344.0,8909.091
Super built-up  Area,HSR Layout,3,1430.0,2,1,65.0,476.0,4545.455
Super built-up  Area,Sneha Colony,2,1260.0,2,2,45.0,344.0,3571.429
Built-up  Area,RMV Extension,3,1630.0,3,2,85.0,516.0,5214.724
Super built-up  Area,Sarjapur  Road,3,1249.0,3,2,44.71,516.0,3579.664
Super built-up  Area,Kalena Agrahara,3,1450.0,2,3,85.0,476.0,5862.069
Super built-up  Area,Konanakunte,3,2791.0,3,1,223.0,516.0,7989.968
Built-up  Area,Ashwini layout,1,834.0,1,1,60.0,172.0,7194.245
Plot  Area,Doddagubbi,3,1125.0,4,1,70.0,556.0,6222.222
Super built-up  Area,Arekere,3,2060.0,3,2,140.0,516.0,6796.117
Built-up  Area,Gottigere,2,891.0,2,1,25.0,344.0,2805.836
Super built-up  Area,Raja Rajeshwari Nagar,2,1133.0,2,1,49.07,344.0,4330.98
Built-up  Area,Bisuvanahalli,3,1075.0,2,1,37.0,476.0,3441.86
Super built-up  Area,Sector 6 HSR Layout,4,3000.0,5,2,260.0,728.0,8666.667
Built-up  Area,Vidyaranyapura,2,1200.0,2,2,55.0,344.0,4583.333
Super built-up  Area,Thanisandra,2,1075.0,2,2,45.8,344.0,4260.465
Super built-up  Area,Kaggadasapura,2,1140.0,2,2,40.0,344.0,3508.772
Super built-up  Area,Raja Rajeshwari Nagar,2,1090.0,2,1,42.0,344.0,3853.211
Built-up  Area,R.T. Nagar,4,1500.0,4,1,70.0,688.0,4666.667
Super built-up  Area,Whitefield,4,4104.0,4,2,360.0,688.0,8771.93
Super built-up  Area,Hebbal,3,1920.0,3,2,134.0,516.0,6979.167
Built-up  Area,HRBR Layout,2,1374.0,2,2,95.0,344.0,6914.119
Carpet  Area,Bannerghatta Road,3,1445.0,3,2,95.0,516.0,6574.394
Super built-up  Area,Kanakapura,1,711.0,1,1,36.0,172.0,5063.291
Super built-up  Area,Tumkur Road,3,1500.0,3,3,95.0,516.0,6333.333
Super built-up  Area,Whitefield,3,1720.0,3,3,100.0,516.0,5813.953
Super built-up  Area,Vasanthapura,3,1400.0,3,2,60.0,516.0,4285.714
Built-up  Area,Kundalahalli,2,1030.0,2,2,49.0,344.0,4757.282
Super built-up  Area,Mysore Road,2,1200.0,2,1,85.0,344.0,7083.333
Carpet  Area,Hosahalli,3,1375.0,3,2,70.0,516.0,5090.909
Super built-up  Area,Jalahalli,3,2250.0,3,2,160.0,516.0,7111.111
Super built-up  Area,Bellandur,2,1000.0,2,2,50.0,344.0,5000.0
Super built-up  Area,Jalahalli West,1,469.0,1,0,25.0,172.0,5330.49
Super built-up  Area,Marathahalli,4,3800.0,4,3,250.0,688.0,6578.947
Super built-up  Area,Kambipura,2,883.0,2,1,29.0,344.0,3284.258
Super built-up  Area,GM Palaya,3,1820.0,2,3,86.0,476.0,4725.275
Built-up  Area,Singasandra,3,1440.0,2,3,65.0,476.0,4513.889
Super built-up  Area,Mahadevpura,2,1225.0,2,2,48.0,344.0,3918.367
Carpet  Area,Chikkalasandra,2,875.0,2,3,52.8,344.0,6034.286
Super built-up  Area,Jalahalli East,1,750.0,1,2,40.0,172.0,5333.333
Super built-up  Area,6th Phase JP Nagar,2,1180.0,2,3,80.0,344.0,6779.661
Super built-up  Area,Haralur Road,2,1194.0,2,2,47.0,344.0,3936.348
Super built-up  Area,Hennur Road,3,1500.0,2,2,62.0,476.0,4133.333
Super built-up  Area,Poornapragna Housing Society Layout,2,1160.0,2,2,52.2,344.0,4500.0
Super built-up  Area,Sarjapur,2,1128.0,2,1,60.0,344.0,5319.149
Super built-up  Area,Hebbal,3,1500.0,3,1,150.0,516.0,10000.0
Built-up  Area,Huskur,3,1220.0,2,1,35.23,476.0,2887.705
Super built-up  Area,Sarjapur  Road,2,1210.0,2,2,58.0,344.0,4793.388
Super built-up  Area,Kanakpura Road,3,1100.0,2,1,58.0,476.0,5272.727
Super built-up  Area,Bommasandra,3,1200.0,3,2,46.0,516.0,3833.333
Super built-up  Area,Nagondanahalli,3,1641.0,3,2,66.0,516.0,4021.938
Super built-up  Area,Horamavu Agara,2,1200.0,2,1,45.0,344.0,3750.0
Super built-up  Area,Raja Rajeshwari Nagar,2,1260.0,2,1,67.39,344.0,5348.413
Super built-up  Area,Mahadevpura,3,1720.0,3,3,78.0,516.0,4534.884
Super built-up  Area,Yelahanka,2,1132.5,2,0,48.13,344.0,4249.89
Super built-up  Area,Yelahanka,2,1210.0,2,1,45.98,344.0,3800.0
Built-up  Area,Indira Nagar,4,2200.0,4,2,200.0,688.0,9090.909
Super built-up  Area,Bisuvanahalli,3,1075.0,2,1,45.0,476.0,4186.047
Built-up  Area,Thanisandra,3,1702.0,3,2,130.0,516.0,7638.073
Super built-up  Area,Raja Rajeshwari Nagar,2,1141.0,2,2,38.55,344.0,3378.615
Super built-up  Area,Shantiniketan Layout,3,2072.0,3,2,108.0,516.0,5212.355
Built-up  Area,Herohalli,3,1200.0,2,0,70.0,476.0,5833.333
Super built-up  Area,Teachers Colony,3,1350.0,3,0,77.0,516.0,5703.704
Super built-up  Area,Srinivasa Nagar,3,1180.0,2,2,78.34,476.0,6638.983
Super built-up  Area,Langford Town,2,1355.0,2,2,115.0,344.0,8487.085
Plot  Area,Sulthangunta,1,600.0,1,0,50.0,172.0,8333.333
Super built-up  Area,Bannerghatta Road,3,1640.0,2,1,120.0,476.0,7317.073
Plot  Area,Byrathi Village,5,1200.0,5,0,100.0,860.0,8333.333
Super built-up  Area,Kodichikkanahalli,3,1190.0,2,2,57.0,476.0,4789.916
Super built-up  Area,Marathahalli,2,1019.0,2,2,49.85,344.0,4892.051
Super built-up  Area,Ambedkar Colony,3,1875.0,3,2,165.0,516.0,8800.0
Super built-up  Area,Akshaya Nagar,3,1250.0,3,2,40.0,516.0,3200.0
Super built-up  Area,Whitefield,2,1140.0,2,1,56.0,344.0,4912.281
Super built-up  Area,Lingadheeranahalli,3,1683.0,3,1,109.0,516.0,6476.53
Super built-up  Area,Hoodi,4,2118.0,4,2,111.0,688.0,5240.793
Built-up  Area,Bannerghatta Road,4,1380.0,3,0,58.0,648.0,4202.899
Super built-up  Area,Varthur Road,2,1083.0,2,2,61.75,344.0,5701.754
Plot  Area,Anjappa Layout,2,600.0,2,1,55.0,344.0,9166.667
Built-up  Area,Avalahalli,3,2300.0,3,3,120.0,516.0,5217.391
Super built-up  Area,Prakruthi Nagar,2,1240.0,2,2,60.0,344.0,4838.71
Super built-up  Area,Surabhi Layout,3,1750.0,3,1,120.0,516.0,6857.143
Plot  Area,Anjanapura,3,1500.0,3,1,139.0,516.0,9266.667
Super built-up  Area,Abbigere,2,985.0,2,1,40.39,344.0,4100.508
Plot  Area,Tindlu,3,1500.0,2,1,87.0,476.0,5800.0
Built-up  Area,Electronic City,2,1125.0,2,1,32.49,344.0,2888.0
Built-up  Area,Maruthi Sevanagar,2,950.0,2,1,44.0,344.0,4631.579
Super built-up  Area,Kothanur,3,1580.0,3,3,76.0,516.0,4810.127
Plot  Area,B Narayanapura,3,1092.0,2,1,98.5,476.0,9020.147
Built-up  Area,Electronic City Phase II,2,1090.0,2,1,28.34,344.0,2600.0
Built-up  Area,Hennur Road,3,2264.0,3,1,159.0,516.0,7022.968
Super built-up  Area,Dommasandra,3,1033.0,2,2,25.53,476.0,2471.442
Super built-up  Area,Kammasandra,2,810.0,2,2,24.5,344.0,3024.691
Super built-up  Area,Green Garden Layout,2,1045.0,2,0,45.0,344.0,4306.22
Super built-up  Area,Hebbal,2,1337.0,2,1,82.0,344.0,6133.134
Super built-up  Area,Chandapura,2,1200.0,2,2,32.0,344.0,2666.667
Super built-up  Area,Koramangala,3,1580.0,3,2,160.0,516.0,10126.582
Super built-up  Area,Begur Road,3,1500.0,2,3,54.0,476.0,3600.0
Super built-up  Area,Whitefield,3,1640.0,4,2,91.0,556.0,5548.78
Super built-up  Area,Silver Springs Layout,3,1570.0,3,2,62.0,516.0,3949.045
Super built-up  Area,Gubbalala,3,1470.0,2,2,82.0,476.0,5578.231
Super built-up  Area,Kengeri,2,1160.0,2,2,40.61,344.0,3500.862
Built-up  Area,7th Phase JP Nagar,2,1050.0,2,1,71.0,344.0,6761.905
Super built-up  Area,Bannerghatta Road,3,1460.0,2,1,90.0,476.0,6164.384
Built-up  Area,Hulimavu,3,1823.0,3,2,100.0,516.0,5485.464
Super built-up  Area,Electronic City,2,1094.0,2,2,42.0,344.0,3839.122
Super built-up  Area,Budigere,2,1153.0,2,2,57.0,344.0,4943.625
Built-up  Area,Hoysalanagar,3,1325.0,3,1,57.0,516.0,4301.887
Plot  Area,Parappana Agrahara,4,1200.0,3,2,85.0,648.0,7083.333
Built-up  Area,Jakkur,3,1590.0,2,2,125.0,476.0,7861.635
Super built-up  Area,Narayana Nagar 1st Block,2,1202.0,2,1,48.0,344.0,3993.344
Built-up  Area,Haralur Road,2,1202.0,2,1,53.0,344.0,4409.318
Super built-up  Area,KSRTC Layout,2,1200.0,2,3,62.5,344.0,5208.333
Super built-up  Area,Panathur,3,1688.0,3,1,118.0,516.0,6990.521
Built-up  Area,Kaval Byrasandra,2,1020.0,2,1,52.0,344.0,5098.039
Super built-up  Area,Sarjapur,2,1185.0,2,2,47.0,344.0,3966.245
Super built-up  Area,Ramagondanahalli,2,1235.0,2,1,52.04,344.0,4213.765
Super built-up  Area,Banashankari,2,1077.0,2,2,37.64,344.0,3494.893
Super built-up  Area,Kengeri Satellite Town,3,1415.0,2,3,66.0,476.0,4664.311
Super built-up  Area,EPIP Zone,3,2330.0,3,2,162.0,516.0,6952.79
Super built-up  Area,Whitefield,2,805.0,2,2,35.0,344.0,4347.826
Built-up  Area,P&T Colony,1,425.0,1,0,20.03,172.0,4712.941
Super built-up  Area,Whitefield,2,1155.0,2,3,59.95,344.0,5190.476
Super built-up  Area,Anekal,2,656.0,2,1,22.0,344.0,3353.659
Built-up  Area,New Gurappana Palya,2,1100.0,2,0,48.0,344.0,4363.636
Super built-up  Area,Mahadevpura,2,1150.0,2,3,52.0,344.0,4521.739
Plot  Area,Chelekare,1,600.0,1,1,60.0,172.0,10000.0
Super built-up  Area,Ambedkar Colony,2,1468.0,2,1,140.0,344.0,9536.785
Super built-up  Area,Whitefield,3,2280.0,4,2,126.0,556.0,5526.316
Super built-up  Area,Hegde Nagar,2,1341.0,2,1,97.0,344.0,7233.408
Super built-up  Area,Jakkur,2,1279.0,2,1,77.0,344.0,6020.328
Super built-up  Area,Electronic City Phase II,4,2225.0,4,0,98.88,688.0,4444.045
Super built-up  Area,Thanisandra,2,1185.0,2,2,43.51,344.0,3671.73
Super built-up  Area,Vadarpalya,3,1750.0,3,2,85.0,516.0,4857.143
Super built-up  Area,Kudlu,2,1152.0,2,1,53.5,344.0,4644.097
Super built-up  Area,Hulimavu,2,1300.0,2,3,36.0,344.0,2769.231
Plot  Area,Varthur Road,4,2760.0,4,2,155.0,688.0,5615.942
Super built-up  Area,5th Phase JP Nagar,2,1070.0,2,2,39.0,344.0,3644.86
Super built-up  Area,Uttarahalli,2,1101.0,2,0,45.0,344.0,4087.193
Super built-up  Area,V.V Puram,2,775.0,2,1,55.0,344.0,7096.774
Super built-up  Area,Yeshwanthpur,1,667.0,1,1,36.85,172.0,5524.738
Super built-up  Area,Electronic City,2,1070.0,2,1,55.0,344.0,5140.187
Built-up  Area,Old Airport Road,3,1875.0,2,2,110.0,476.0,5866.667
Super built-up  Area,Kundalahalli,2,735.0,2,1,57.99,344.0,7889.796
Super built-up  Area,Koramangala,3,1750.0,3,2,130.0,516.0,7428.571
Super built-up  Area,Marathahalli,2,1215.0,2,1,67.0,344.0,5514.403
Super built-up  Area,Vishwapriya Layout,2,820.0,2,1,30.0,344.0,3658.537
Super built-up  Area,Banashankari Stage VI,2,1177.5,2,0,59.935,344.0,5090.021
Super built-up  Area,Battarahalli,3,1779.0,3,2,89.61,516.0,5037.099
Built-up  Area,HMT Layout,2,1105.0,2,2,58.0,344.0,5248.869
Super built-up  Area,Whitefield,3,1650.0,3,2,60.0,516.0,3636.364
Super built-up  Area,Jalahalli,2,1694.0,2,2,150.0,344.0,8854.782
Super built-up  Area,Hosakerehalli,3,2376.0,3,1,203.0,516.0,8543.771
Super built-up  Area,Cox Town,3,1975.0,3,3,150.0,516.0,7594.937
Super built-up  Area,Kammasandra,2,674.0,2,1,33.0,344.0,4896.142
Super built-up  Area,Kaggadasapura,2,1185.0,2,1,41.0,344.0,3459.916
Super built-up  Area, Thanisandra,1,445.0,1,0,28.0,172.0,6292.135
Super built-up  Area,HSR Layout,3,1475.0,3,2,75.0,516.0,5084.746
Super built-up  Area,Gottigere,3,1618.0,3,3,82.5,516.0,5098.888
Super built-up  Area,Koramangala,2,1120.0,2,0,65.0,344.0,5803.571
Super built-up  Area,Marathahalli,4,2181.0,3,2,152.0,648.0,6969.28
Plot  Area,Vidyaranyapura,4,1200.0,4,0,90.0,688.0,7500.0
Super built-up  Area,Bannerghatta Road,3,1556.0,2,1,59.13,476.0,3800.129
Super built-up  Area,Bannerghatta Road,2,1179.0,2,1,66.02,344.0,5599.661
Super built-up  Area,Thanisandra,2,1296.0,2,2,83.0,344.0,6404.321
Built-up  Area,Kaggadasapura,2,1275.0,2,2,52.0,344.0,4078.431
Super built-up  Area,Kathriguppe,3,1400.0,2,2,77.0,476.0,5500.0
Super built-up  Area,Gottigere,2,1222.0,2,1,63.0,344.0,5155.483
Super built-up  Area,Electronic City,2,940.0,2,1,41.0,344.0,4361.702
Super built-up  Area,Thanisandra,2,1185.0,2,2,42.6,344.0,3594.937
Super built-up  Area,Tumkur Road,3,1779.0,3,2,112.0,516.0,6295.672
Super built-up  Area,Begur Road,3,1615.0,3,2,59.76,516.0,3700.31
Super built-up  Area,Haralur Road,2,1056.0,2,1,61.0,344.0,5776.515
Super built-up  Area,7th Phase JP Nagar,2,1100.0,2,0,46.0,344.0,4181.818
Built-up  Area,Arekere,2,920.0,2,1,40.0,344.0,4347.826
Super built-up  Area,ITI Layout,3,1602.0,2,0,75.0,476.0,4681.648
Built-up  Area,Padmanabhanagar,2,1176.0,2,0,62.0,344.0,5272.109
Plot  Area,HBR Layout,4,675.0,3,1,59.0,648.0,8740.741
Super built-up  Area,Richmond Town,3,1352.0,3,0,135.0,516.0,9985.207
Built-up  Area,Kasavanhalli,3,1717.0,3,3,99.0,516.0,5765.871
Super built-up  Area,Bhoganhalli,4,2119.0,4,3,111.0,688.0,5238.32
Super built-up  Area,Vittasandra,2,1246.0,2,1,67.3,344.0,5401.284
Super built-up  Area,Anandapura,2,1141.0,2,1,42.79,344.0,3750.219
Built-up  Area,Hennur Road,2,1157.0,2,1,84.0,344.0,7260.156
Super built-up  Area,Chandapura,2,1025.0,2,2,27.68,344.0,2700.488
Built-up  Area,Yelahanka New Town,1,650.0,1,2,33.0,172.0,5076.923
Super built-up  Area,Hebbal,2,1349.0,2,1,98.0,344.0,7264.64
Super built-up  Area,Narayanapura,3,1566.0,3,1,83.3,516.0,5319.285
Super built-up  Area,Sahakara Nagar,4,2830.0,3,3,195.0,648.0,6890.459
Built-up  Area,Electronic City,3,1320.0,2,1,38.13,476.0,2888.636
Super built-up  Area,manyata park,3,1780.0,3,1,84.83,516.0,4765.73
Super built-up  Area,Varthur,2,1091.0,2,1,34.9,344.0,3198.9
Super built-up  Area,Rachenahalli,4,3670.0,4,3,300.0,688.0,8174.387
Built-up  Area,7th Phase JP Nagar,2,918.0,2,1,50.49,344.0,5500.0
Super built-up  Area,Yeshwanthpur,4,1950.0,4,0,130.0,688.0,6666.667
Super built-up  Area,Panathur,3,1695.0,3,1,90.0,516.0,5309.735
Super built-up  Area,Yelahanka,3,1705.0,3,2,95.0,516.0,5571.848
Built-up  Area,Kalyan nagar,3,1375.0,3,2,75.0,516.0,5454.545
Super built-up  Area,Kanakpura Road,1,525.0,1,1,30.0,172.0,5714.286
Built-up  Area,Whitefield,2,1447.0,2,1,83.0,344.0,5736.006
Super built-up  Area,Thanisandra,2,1114.0,2,1,39.0,344.0,3500.898
